Date,Open,High,Low,Close,Adj Close,Volume
2016-03-04,123000.0,124200.0,120800.0,122600.0,120040.15625,330580
2016-03-07,123000.0,123800.0,119800.0,119800.0,117298.625,379425
2016-03-08,117600.0,122400.0,117600.0,120800.0,118277.7265625,249625
2016-03-09,120200.0,122000.0,120000.0,121600.0,119061.03125,188300
2016-03-10,121600.0,128800.0,120400.0,127000.0,124348.296875,684255
2016-03-11,127600.0,129800.0,126200.0,127200.0,124544.1171875,540570
2016-03-14,128200.0,128400.0,125000.0,127000.0,124348.296875,264125
2016-03-15,127000.0,129600.0,126400.0,128200.0,125523.234375,258320
2016-03-16,128800.0,129400.0,127000.0,128000.0,125327.40625,209965
2016-03-17,129800.0,129800.0,126000.0,127200.0,124544.1171875,397580
2016-03-18,126600.0,128400.0,126000.0,127800.0,125131.578125,297590
2016-03-21,126800.0,129600.0,126600.0,128400.0,125719.0546875,318805
2016-03-22,128200.0,130800.0,127800.0,129800.0,127089.8203125,496300
2016-03-23,130000.0,130400.0,125400.0,126800.0,124152.46875,470045
2016-03-24,127600.0,128400.0,124200.0,124800.0,122194.21875,365355
2016-03-25,124800.0,125800.0,122200.0,122600.0,120040.15625,521765
2016-03-28,123200.0,125600.0,123000.0,123400.0,120823.453125,273830
2016-03-29,123400.0,128000.0,123200.0,128000.0,125327.40625,355250
2016-03-30,129800.0,129800.0,126400.0,127400.0,124739.9296875,445900
2016-03-31,129000.0,129200.0,126600.0,127400.0,124739.9296875,538915
2016-04-01,129000.0,129000.0,124800.0,125600.0,122977.515625,312780
2016-04-04,126400.0,130200.0,126400.0,130200.0,127481.453125,541695
2016-04-05,130000.0,130600.0,129600.0,130400.0,127677.296875,461325
2016-04-06,129000.0,130200.0,128400.0,129800.0,127089.8203125,423140
2016-04-07,130200.0,135400.0,129800.0,135000.0,132181.25,706960
2016-04-08,133400.0,134000.0,132000.0,132600.0,129831.3515625,363465
2016-04-11,132600.0,134000.0,131200.0,132800.0,130027.171875,296800
2016-04-12,133200.0,134400.0,132000.0,134000.0,131202.109375,278290
2016-04-14,138000.0,138200.0,133600.0,134600.0,131789.59375,445245
2016-04-15,134400.0,135400.0,133600.0,134600.0,131789.59375,401140
2016-04-18,133600.0,134400.0,131400.0,132200.0,129439.7265625,374705
2016-04-19,132200.0,134400.0,132200.0,133800.0,131006.296875,451405
2016-04-20,133200.0,133600.0,130200.0,130800.0,128068.9375,463915
2016-04-21,132000.0,133400.0,131200.0,133400.0,130614.65625,412070
2016-04-22,132000.0,133000.0,131400.0,132600.0,129831.3515625,194870
2016-04-25,132400.0,133000.0,131000.0,132400.0,129635.5703125,355620
2016-04-26,132600.0,134400.0,129800.0,130800.0,128068.9375,789600
2016-04-27,129600.0,133000.0,128000.0,133000.0,130223.03125,403340
2016-04-28,138200.0,138200.0,129200.0,131800.0,129048.0625,1141055
2016-04-29,133600.0,136200.0,133200.0,135400.0,132572.90625,908665
2016-05-02,135800.0,136000.0,133400.0,135600.0,132768.71875,288895
2016-05-03,136400.0,136400.0,135000.0,135200.0,132377.0625,343900
2016-05-04,135800.0,136600.0,134000.0,136000.0,133160.34375,697250
2016-05-09,139800.0,141000.0,137400.0,140000.0,137076.859375,925425
2016-05-10,141600.0,142800.0,139000.0,141400.0,138447.625,532275
2016-05-11,140000.0,140400.0,138000.0,138600.0,135706.09375,441680
2016-05-12,139000.0,139400.0,135200.0,135200.0,132377.0625,338430
2016-05-13,135000.0,137400.0,133600.0,135400.0,132572.90625,462865
2016-05-16,134200.0,139000.0,134200.0,138400.0,135510.265625,322650
2016-05-17,138200.0,138800.0,137200.0,138800.0,135901.90625,341630
2016-05-18,138800.0,139600.0,136400.0,139600.0,136685.1875,875390
