Date,Open,High,Low,Close,Adj Close,Volume
2022-02-08,327000.0,327000.0,327000.0,327000.0,323587.75,0
2022-02-09,327000.0,327000.0,327000.0,327000.0,323587.75,0
2022-02-10,326500.0,337500.0,326500.0,331500.0,328040.8125,701866
2022-02-11,326500.0,330500.0,323500.0,327500.0,324082.53125,450896
2022-02-14,326000.0,327000.0,318000.0,322000.0,318639.9375,424845
2022-02-15,325000.0,325500.0,316000.0,318500.0,315176.4375,335584
2022-02-16,322500.0,325500.0,320000.0,324500.0,321113.84375,447832
2022-02-17,325000.0,328000.0,319000.0,324500.0,321113.84375,481773
2022-02-18,319500.0,320000.0,315500.0,318000.0,314681.65625,549382
2022-02-21,318000.0,318000.0,318000.0,318000.0,314681.65625,0
2022-02-22,318000.0,318000.0,318000.0,318000.0,314681.65625,0
2022-02-23,318000.0,318000.0,318000.0,318000.0,314681.65625,0
2022-02-24,305000.0,306000.0,300000.0,302500.0,299343.40625,666538
2022-02-25,308000.0,317500.0,305000.0,314500.0,311218.21875,857872
2022-02-28,314500.0,314500.0,314500.0,314500.0,311218.21875,0
2022-03-02,319000.0,319500.0,312000.0,317000.0,313692.09375,546099
2022-03-03,319000.0,327000.0,318500.0,325500.0,322103.40625,580888
2022-03-04,325500.0,325500.0,325500.0,325500.0,322103.40625,0
2022-03-07,309000.0,309500.0,305000.0,307000.0,303796.4375,535033
2022-03-08,302000.0,309500.0,301500.0,304500.0,301322.53125,559921
2022-03-10,304500.0,304500.0,304500.0,304500.0,301322.53125,0
2022-03-11,304500.0,304500.0,304500.0,304500.0,301322.53125,0
2022-03-14,328500.0,338000.0,325000.0,329000.0,325566.875,679812
2022-03-15,329000.0,329000.0,329000.0,329000.0,325566.875,0
2022-03-16,329000.0,329000.0,329000.0,329000.0,325566.875,0
2022-03-17,329000.0,329000.0,329000.0,329000.0,325566.875,0
2022-03-18,345000.0,346500.0,341500.0,344500.0,340905.125,722326
2022-03-21,344500.0,344500.0,344500.0,344500.0,340905.125,0
2022-03-22,340000.0,341000.0,336000.0,339500.0,335957.28125,301259
2022-03-23,343000.0,347500.0,341500.0,345500.0,341894.6875,504911
2022-03-24,339500.0,342000.0,335000.0,340000.0,336452.09375,528012
2022-03-25,339500.0,340000.0,332500.0,333000.0,329525.125,559026
2022-03-28,329500.0,332500.0,324000.0,331500.0,328040.8125,356589
2022-03-29,334500.0,338000.0,332000.0,334000.0,330514.6875,323767
2022-03-30,342000.0,342000.0,337000.0,339000.0,335462.53125,454373
2022-03-31,341500.0,342000.0,338500.0,340500.0,336946.84375,427064
2022-04-01,340000.0,340500.0,335500.0,335500.0,331999.09375,446987
2022-04-04,335500.0,339000.0,332000.0,338000.0,334472.96875,283687
2022-04-05,340500.0,343000.0,338000.0,342500.0,338926.0,389951
2022-04-06,336500.0,338000.0,329000.0,330000.0,326556.4375,647201
2022-04-07,323000.0,328500.0,321000.0,321000.0,317650.375,493204
2022-04-08,322000.0,324500.0,311500.0,316500.0,313197.34375,626173
2022-04-11,311000.0,313000.0,308000.0,313000.0,309733.8125,507362
2022-04-12,306000.0,311000.0,305000.0,308500.0,305280.8125,467984
2022-04-13,306000.0,311500.0,304000.0,310500.0,307259.9375,519629
2022-04-14,311500.0,315500.0,308500.0,313000.0,309733.8125,459979
2022-04-15,309000.0,314000.0,305500.0,308500.0,305280.8125,369642
