Date,Open,High,Low,Close,Volume
2022-02-03,324016.17575078004,324513.89645085804,318541.248049922,319038.96875,884438
2022-02-04,320034.4140267176,327997.9453244275,319536.6933206107,326007.0625,548945
2022-02-07,327002.5058772936,327500.22658639145,319038.97453172784,325509.34375,492656
2022-02-08,325509.34375,325509.34375,325509.34375,325509.34375,0
2022-02-09,325509.34375,325509.34375,325509.34375,325509.34375,0
2022-02-10,325011.6056749623,335961.4606900452,325011.6056749623,329988.8125,701866
2022-02-11,325011.6210877863,328993.38673664123,322025.29685114505,326007.0625,450896
2022-02-14,324513.8905279503,325509.3319099379,316550.3594720497,320532.125,424845
2022-02-15,323518.4630102041,324016.18372252746,314559.49018838303,317048.09375,335584
2022-02-16,321029.83604583977,324016.16010208015,318541.2326656394,323020.71875,447832
2022-02-17,323518.43942604004,326504.7634822804,317545.79131355934,323020.71875,481773
2022-02-18,318043.5057488208,318541.22641509434,314061.7404186321,316550.34375,549382
2022-02-21,316550.34375,316550.34375,316550.34375,316550.34375,0
2022-02-22,316550.34375,316550.34375,316550.34375,316550.34375,0
2022-02-23,316550.34375,316550.34375,316550.34375,316550.34375,0
2022-02-24,303609.6348140496,304605.0762396694,298632.4276859504,301121.03125,666538
2022-02-25,306595.94356120826,316052.63662559615,303609.61943561205,313066.3125,857872
2022-02-28,313066.3125,313066.3125,313066.3125,313066.3125,0
2022-03-02,317545.78893927444,318043.5096115931,310577.69952681387,315554.90625,546099
2022-03-03,317545.7875384024,325509.31826036866,317048.06686827954,324016.15625,580888
2022-03-04,324016.15625,324016.15625,324016.15625,324016.15625,0
2022-03-07,307591.38273615635,308089.1034201954,303609.61726384365,305600.5,535033
2022-03-08,300623.3027504105,308089.113249179,300125.58205049264,303111.90625,559921
2022-03-10,303111.90625,303111.90625,303111.90625,303111.90625,0
2022-03-11,303111.90625,303111.90625,303111.90625,303111.90625,0
2022-03-14,327002.49805281154,336459.1912993921,323518.4531724924,327500.21875,679812
