Date,Open,High,Low,Close,Volume
2022-08-19,59953.97848676109,60149.268318965514,59172.81915794335,59465.75390625,6923679
2022-08-22,58879.88396484375,58977.52888020833,58391.65938802083,58586.94921875,8259865
2022-08-23,57610.50351628596,58196.37304357022,57610.50351628596,57708.1484375,9041629
2022-08-24,57805.789830508475,58098.72457627118,57610.5,57610.5,8888486
2022-08-25,57805.79103852596,58294.015625,57610.50120393634,58294.015625,5767902
2022-08-26,58879.88396484375,59465.75345703125,58489.30430338541,58586.94921875,9499995
2022-08-29,57317.56679287543,57512.85662862628,57219.921875,57219.921875,9841329
2022-08-30,57317.569920546346,57610.504690157315,56926.990227731716,57415.21484375,9690044
2022-08-31,56829.34186557789,58489.30545958961,56829.34186557789,58294.015625,14203512
2022-09-01,57317.56757009846,57512.85740849743,56926.98789330052,57024.6328125,14905777
2022-09-02,56926.987472826084,57219.92222826087,56145.828125,56145.828125,15040310
2022-09-05,56048.18476357268,56438.76444833625,55462.31523642733,55755.25,11425977
2022-09-06,55852.8949211909,56243.47460595447,55559.96015761822,55755.25,7503086
2022-09-07,55364.666748046875,55364.666748046875,54583.50742885045,54681.15234375,17384854
2022-09-08,54876.44372470773,55071.73356002698,54290.57421875,54290.57421875,18000016
2022-09-13,55657.60125322719,57122.274970417384,55462.311424268504,56731.6953125,17166581
2022-09-14,54876.446866747356,55852.89609925176,54778.80194349692,55462.31640625,12524961
2022-09-15,55657.60149274553,55755.246407645085,54681.15234375,54681.15234375,11664819
2022-09-16,54290.57192504448,55071.731233318504,54192.927011510226,54876.44140625,13456503
2022-09-19,54974.08945589539,55657.60388962766,54681.15469858156,55071.734375,12278653
2022-09-20,55071.72883064516,55657.598286290326,54485.859375,54485.859375,14041465
2022-09-21,54095.285544755876,54192.93046451175,53704.70586573237,53997.640625,11863700
2022-09-22,53314.12577550552,53411.770694508275,53021.191018497244,53118.8359375,12786510
2022-09-23,53118.835550458716,53607.060141915135,52923.54571387614,53216.48046875,10555964
2022-09-26,52435.31954429499,52923.544121057515,52337.674628942485,52630.609375,15008449
2022-09-27,52532.9633158441,52923.54296875,52240.02857616467,52923.54296875,16631289
2022-09-28,52630.609308542065,53118.833884688094,51263.580495333175,51654.16015625,19991129
2022-09-29,52402.34370544202,52795.607072837454,51714.1328125,51714.1328125,13882080
2022-09-30,51419.184219044255,52697.29013653484,50927.60502000942,52205.7109375,22503249
2022-10-04,54368.663503453354,54466.9793506567,53582.13672582654,54270.34765625,19148435
2022-10-05,55941.71366489955,56236.66118861607,54466.976046316966,55056.87109375,22458970
2022-10-06,55745.08368949822,56334.97875499556,55351.8203125,55351.8203125,14944446
2022-10-07,54958.556376501336,55941.71480899688,54270.345473754445,55253.50390625,16886813
2022-10-11,53483.818140794225,54761.92408901173,53090.554772111915,54466.9765625,21437877
2022-10-12,54761.92244203629,56040.028351814515,54270.34324596774,54860.23828125,18408910
2022-10-13,54466.9793506567,55155.19028108016,54270.34765625,54270.34765625,13784602
2022-10-14,55253.504468250445,55548.45200099911,54860.24109125222,55351.8203125,12924326
2022-10-17,54860.23890238516,56040.02898630742,54761.923062058304,55646.765625,13641878
2022-10-18,55745.08481747787,56138.348202433626,54860.24220132743,55548.453125,14820702
2022-10-19,55745.08083417339,55941.7125126008,54761.92244203629,54860.23828125,12660652
2022-10-20,54270.34932432432,55056.876126126124,54172.033474099095,54565.296875,17107653
2022-10-21,54172.02796567531,55351.818048412344,54172.02796567531,54958.5546875,11456060
2022-10-24,56040.030163043484,56531.609375,55745.08263586957,56531.609375,16944503
2022-10-25,56040.031277079725,57613.084786611784,56040.031277079725,56728.2421875,17405678
2022-10-26,57023.18760521886,58596.24105639731,56728.240083122895,58399.609375,20824967
2022-10-27,58694.56138392857,59087.82477678572,57908.03459821429,58497.9296875,21756712
2022-10-28,57908.03000927137,58202.97753054101,56236.660722076784,56334.9765625,20924937
2022-10-31,57121.50344591751,58891.18857849327,57023.18760521886,58399.609375,18999514
2022-11-01,58891.19196614584,59284.4553515625,58497.92858072917,58989.5078125,17201647
2022-11-02,58694.55803009648,58989.5055578859,58301.29465971057,58596.2421875,13202919
2022-11-03,57613.08152977196,58792.87159522804,57121.50233583193,58202.9765625,17492162
2022-11-04,58104.66185290404,58497.925215698655,57416.45096801347,58399.609375,12445841
2022-11-07,58694.55751012251,59284.4525604755,58399.609984946015,59186.13671875,12437246
2022-11-08,59481.08926223705,60857.511162520226,59481.08926223705,60759.1953125,18273898
2022-11-09,60955.82421875,61152.455909778226,60267.613300151206,60955.82421875,14045592
2022-11-10,60365.92796719785,60464.243810792635,59382.76953125,59382.76953125,21087633
2022-11-11,62037.2957447337,62135.61158585055,61250.76901579888,61840.6640625,20037163
2022-11-14,61840.666258582394,61840.666258582394,60660.876123283524,60857.5078125,15973416
2022-11-15,61152.45425180288,61447.401780348555,60562.55919471154,61349.0859375,12310986
2022-11-16,61349.083732057414,61644.03125,60660.872856858055,61644.03125,12909260
2022-11-17,60955.82476587948,60955.82476587948,60267.613841103426,60365.9296875,13298296
2022-11-18,60759.1953125,61349.09041262136,60365.931912419095,60759.1953125,12236503
2022-11-21,60365.9296875,60759.193073086324,59776.03460912052,60365.9296875,9378097
2022-11-22,59874.345954517325,60169.29347153465,59284.45092048267,59579.3984375,9411289
2022-11-23,60169.295747950826,60267.611590676235,59677.71653432377,59972.6640625,8765050
2022-11-24,60169.297994706845,60660.87722668974,59874.3504555171,60365.9296875,8125010
2022-11-25,60365.927433401645,60660.87496157787,59776.03237704918,59972.6640625,6677933
2022-11-28,59481.08760789309,59481.08760789309,58792.87667689267,59087.82421875,8589032
2022-11-29,58891.18756445957,59579.3984375,58792.87172545379,59579.3984375,7014160
2022-11-30,59382.7679863344,61152.453125,59186.13630426045,61152.453125,19768903
2022-12-01,62037.297973242814,62135.613817891375,61250.771216054316,61545.71875,16631445
2022-12-02,61447.40224674048,61447.40224674048,59382.76953125,59382.76953125,15331184
2022-12-05,59874.35212608831,60070.983824367744,58989.50948383085,59284.45703125,13767787
2022-12-06,58792.87159522804,59087.81911159206,58202.9765625,58202.9765625,13888300
2022-12-07,57809.71150785229,58596.238195033955,57514.76400015917,57908.02734375,12100662
2022-12-08,57711.39736855997,58202.9765625,57613.08152977196,58202.9765625,12986815
2022-12-09,58301.295251707365,59579.40121843957,58301.295251707365,59382.76953125,10529632
2022-12-12,58891.193080357145,58989.50892857143,58399.61383928572,58497.9296875,9036472
2022-12-13,58596.24275020938,59284.45365499372,58399.61106312814,58694.55859375,9040873
2022-12-14,58792.87502582644,59579.40178202479,58792.87502582644,59481.0859375,8207485
2022-12-15,58792.876106661046,59186.13949198989,58301.296875,58301.296875,8716039
2022-12-16,57318.13950892857,58497.9296875,57318.13950892857,58497.9296875,13033596
2022-12-19,58497.9296875,58891.193080357145,58104.66629464286,58497.9296875,7696187
2022-12-20,58006.349322738904,58104.66516904863,57514.77009119027,57613.0859375,9284761
2022-12-21,57711.40233701509,58104.66572602371,57023.19140625,57023.19140625,10356971
2022-12-22,57121.50561812606,58104.6640625,57121.50561812606,58104.6640625,10720630
2022-12-23,57219.81974774096,57416.45143072289,56728.24054028614,57121.50390625,9829407
2022-12-26,57023.186933290155,57121.50277283031,56728.23941466969,56924.87109375,6756411
2022-12-27,57023.18806475904,57416.45143072289,56924.87222326807,57121.50390625,10667027
2022-12-28,56983.992932862195,56983.992932862195,55796.82641342757,55994.6875,14665410
2022-12-29,55401.10363924051,55598.964723666366,54708.58984375,54708.58984375,11295935
2023-01-02,54906.44921875,55500.0324535473,54609.65760135135,54906.44921875,10031448
2023-01-03,54807.51953125,55401.10277527076,53917.14466521886,54807.51953125,13547030
2023-01-04,55104.310242755186,57379.712640570935,55005.37970371972,57181.8515625,20188071
2023-01-05,57577.57421875,58171.157458118556,56983.990979381444,57577.57421875,15682826
2023-01-06,57676.50574020127,58764.74169756356,57280.78357388771,58369.01953125,17334989
2023-01-09,59061.53440975082,60050.83984375,58962.6038663509,60050.83984375,18640107
2023-01-10,59556.18579263245,60446.56066328642,59259.394169081126,59754.046875,14859797
2023-01-11,60347.63319989669,60545.494292355375,59655.119376291324,59852.98046875,12310751
2023-01-12,60446.563746126034,60545.494292355375,59259.397191373966,59852.98046875,16102561
2023-01-13,59852.97790527344,60545.49169921875,59754.04736328125,60149.76953125,12510328
2023-01-16,60644.41966934329,60941.211282733224,60149.766980360066,60446.55859375,10039972
2023-01-17,60545.493903688526,60842.28554047131,59951.910630122955,60347.6328125,9831456
2023-01-18,60050.838498551326,60347.63012210265,59259.394169081126,59754.046875,11584041
2023-01-19,59852.97970655488,60842.28515625,59754.04916158536,60842.28515625,12808490
2023-01-20,61435.865841171115,61633.726922785194,60446.56043310073,61139.07421875,9646327
2023-01-25,62820.896246791075,63018.75733733215,62326.243520438395,62623.03515625,39217
2023-01-26,63117.6875,63216.618044670846,62623.03477664577,63117.6875,54188
2023-01-27,63711.271720201235,64304.85499709752,63216.618989454335,63909.1328125,44282
2023-01-30,64205.92388057859,64205.92388057859,62425.174065708925,62623.03515625,59628
2023-01-31,62820.89290258551,63018.75398259365,60347.62940248372,60743.3515625,163847
2023-02-01,61930.521542008195,62029.45208760246,60347.6328125,60347.6328125,98585
2023-02-02,62524.10290354331,63216.61670152559,61930.51964812992,62820.89453125,65992
2023-02-03,63216.61670152559,63315.54724409449,62326.24181840551,62820.89453125,47567
2023-02-06,62128.37738433442,62326.238458806816,60941.2109375,60941.2109375,144104
2023-02-07,61238.00695564516,61831.5902217742,60941.21532258065,61336.9375,32873
2023-02-08,62128.380249603804,62623.03295859747,61732.658082408874,62425.171875,42558
2023-02-09,62326.243520438395,62623.03515625,61633.72970354463,62623.03515625,48035
2023-02-10,61930.516978835454,62326.23913205485,61732.65590222576,62227.30859375,44786
2023-02-13,62227.30859375,62326.23913205485,61633.72536392091,62227.30859375,59395
2023-02-14,62919.82372428798,63216.61534562896,62524.1015625,62524.1015625,70606
2023-02-15,63216.61608219453,63216.61608219453,61336.93579180064,61534.796875,58370
2023-02-16,61831.58742763933,63018.75390625,61732.6568877551,63018.75390625,41448
2023-02-17,62227.307233426516,62623.029377995204,61732.654552715656,61930.515625,28613
2023-02-20,62227.31030078748,62326.240841806226,61139.074349581344,62029.44921875,29846
2023-02-21,62029.446501358696,62128.37703804348,61336.932744565216,61435.86328125,60971
2023-02-22,60842.28074493658,61139.07235832651,60347.628055953355,60446.55859375,39178
2023-02-23,61040.14586693548,61831.5902217742,60842.28477822581,61336.9375,37145
2023-02-24,61633.7272889478,61930.51891313214,60644.421875,60644.421875,50792
2023-02-27,60149.77210743802,60149.77210743802,59556.18883006198,59852.98046875,11155697
2023-02-28,60149.76732673267,60743.35055693069,59852.97571163366,59951.90625,13715861
2023-03-02,60248.70007324219,61139.074951171875,59852.97790527344,60149.76953125,13095682
2023-03-03,60347.63319989669,60545.494292355375,59852.98046875,59852.98046875,10711405
2023-03-06,60446.56297637195,60941.21570121951,60149.77134146341,60842.28515625,13630602
2023-03-07,60743.35364754942,60743.35364754942,60050.83984375,60050.83984375,11473280
2023-03-08,59457.256102301,59852.97827269901,59259.39501710199,59655.1171875,14161857
2023-03-09,59852.97606203203,60149.76767886855,59259.392828358985,59457.25390625,14334499
2023-03-10,58863.671875,59061.53295693277,58467.94971113445,58863.671875,11902471
2023-03-13,59259.393678385415,59556.18529947916,58665.81043619791,59358.32421875,12779724
2023-03-14,58764.74169756356,58863.672239141946,58369.01953125,58369.01953125,12147346
2023-03-15,59358.32593018394,59655.117559834864,58962.60375731605,59160.46484375,10482149
2023-03-16,58566.88073873122,59556.18615661519,58467.950196942824,59259.39453125,10611939
2023-03-17,60149.7691680261,60644.421875,59951.90808523654,60644.421875,14090110
2023-03-20,60446.5623961794,60545.492940199336,59556.1875,59556.1875,9618009
2023-03-21,59852.97827269901,60050.83935789801,59457.256102301,59655.1171875,8318514
2023-03-22,60347.628055953355,60545.489131546645,59852.97536697013,60446.55859375,8978591
2023-03-23,59951.911178270464,61633.73046875,59951.911178270464,61633.73046875,15381057
2023-03-24,62029.450558035714,62623.033816964286,61633.72838541667,62326.2421875,18278602
2023-03-27,61930.51596467391,62128.37703804348,61336.932744565216,61435.86328125,11039331
2023-03-28,61732.65590222576,62227.30859375,61435.86428731121,62227.30859375,11614118
2023-03-29,61831.588136712526,62029.44921875,61534.7965136563,62029.44921875,11216008
2023-03-30,63383.69299470926,63383.69299470926,62786.67233855815,62886.17578125,15684377
2023-03-31,63682.203125,63682.203125,63383.69279785157,63682.203125,14094479
2023-04-03,63682.2028526149,63682.2028526149,62687.16843304279,62786.671875,11973133
2023-04-04,63085.18062106918,63483.19437893082,62488.15998427673,63284.1875,11120514
2023-04-05,63383.69233543623,63682.20266040689,63085.18201046557,63582.69921875,9176149
2023-04-06,63184.68583843299,63284.189280698236,61990.64453125,61990.64453125,14992747
2023-04-07,63483.193125000005,64876.24125,63483.193125000005,64677.234375,27476120
2023-04-10,64478.23073630137,65970.78237371576,64378.727293807075,65373.76171875,18777166
2023-04-11,65871.27593892261,65871.27593892261,65075.24843512898,65572.765625,16323183
2023-04-12,65473.266548295454,65871.28032670455,64975.749325284094,65672.2734375,15021313
2023-04-13,65274.25624054463,65771.7734375,65075.249361762486,65771.7734375,15091022
2023-04-14,66269.28985455069,66269.28985455069,64677.23484302995,64776.73828125,16176490
2023-04-17,64677.235774789435,65274.256412710565,64378.72545582887,64975.74609375,13486618
2023-04-18,65572.76813786205,65672.27157964939,64478.23027820122,65274.2578125,14802060
2023-04-19,65174.75390625,65473.26422948473,64975.74702409351,65174.75390625,10255985
2023-04-20,64776.739214442954,64975.74609375,64279.22201617534,64975.74609375,9501169
2023-04-21,65473.26516124429,65572.76860373859,65075.25139126712,65373.76171875,10538622
2023-04-24,64975.745626437885,65373.75938218942,64478.22843174847,64876.2421875,12986581
2023-04-25,64975.74597091195,65075.24941037736,63085.18062106918,63284.1875,16193271
2023-04-26,63284.1859399376,63980.70999902496,62985.67562890016,63781.703125,12664541
2023-04-27,63781.705453028255,64677.2364188274,62985.677927873454,64279.22265625,14779601
2023-04-28,64876.24358301526,65572.76767056297,64677.236700858775,65174.75390625,19699481
2023-05-02,65672.27204623287,65970.78237371576,64776.74106378425,65373.76171875,14396948
2023-05-03,64776.73967889908,65274.25688073394,64577.73279816513,65075.25,8876749
2023-05-04,65274.25547235023,65373.75891057027,64378.724528369814,64776.73828125,9791064
2023-05-08,65970.77937689681,65970.77937689681,65075.24843512898,65572.765625,9405365
2023-05-09,65473.26329201761,65473.26329201761,64776.739214442954,64975.74609375,9366861
2023-05-10,65174.75362204915,65174.75362204915,63980.71233431695,64279.22265625,13057727
2023-05-11,64378.7242199669,64776.73797094042,63881.20703125,63881.20703125,11648905
2023-05-12,63383.68937695008,64279.2203100624,63284.1859399376,63781.703125,8693913
2023-05-15,63781.70499031008,64279.22218992248,63582.69811046511,64179.71875,8172021
2023-05-16,65473.26376146789,65572.76720183485,64975.74655963302,65075.25,12334657
2023-05-17,65572.7653125,65572.7653125,64478.2275,64677.234375,10745504
2023-05-18,65672.26656910876,65871.2734375,65373.7562665219,65871.2734375,14431704
2023-05-19,67463.33093475876,68060.3515625,67164.82062088816,68060.3515625,20349345
2023-05-22,68060.35593065694,68657.37659671533,67662.34215328467,68159.859375,14470308
2023-05-23,68159.85500045687,68358.86187637062,67761.84124862938,68060.3515625,8561643
2023-05-24,67761.84559762773,68358.86626368613,67662.34215328467,68159.859375,8192896
2023-05-25,69552.90503497457,69652.40847565407,68358.8637468205,68458.3671875,14231160
2023-05-26,69453.4046497155,70050.42532005691,69154.89431454481,69950.921875,19549511
2023-05-30,70945.9500129668,71940.984375,70846.44657676348,71940.984375,27476897
2023-05-31,72040.487482493,72139.9909182423,70647.4393820028,71045.453125,25666087
2023-06-01,70547.9375,71244.46156558534,70249.42718617772,70547.9375,14669296
2023-06-02,71343.96717018698,71841.484375,71244.46372922437,71841.484375,12161798
2023-06-05,72339.00318165969,72339.00318165969,71045.4584205021,71343.96875,12686829
2023-06-07,70945.95564480634,71244.46597711268,70448.43842429577,70647.4453125,14796613
2023-06-08,70050.42031029619,70547.9375,69652.40655853316,70547.9375,19165568
2023-06-09,70746.94560546875,71940.98688151041,70448.43528645833,71642.4765625,15050209
2023-06-12,71741.98319762324,72040.49352992958,70448.43842429577,70647.4453125,12064287
2023-06-13,71343.96624348959,71841.48344184028,71244.46280381945,71642.4765625,13227285
2023-06-14,71741.9834514082,71841.48689586231,70746.94900686717,71542.9765625,12541046
2023-06-15,71741.98158872378,71940.98847246503,70945.95405375875,71144.9609375,13614994
2023-06-16,71443.46875,71542.97218837048,70547.93780466574,71443.46875,15373696
2023-06-19,70945.94874692766,71343.96248463834,70547.93500921699,70846.4453125,11100887
2023-06-20,70348.9290747549,71045.453125,70050.418767507,71045.453125,11557883
2023-06-21,70348.92874556738,70846.44592198581,70050.41843971632,70149.921875,10626603
