Date,Open,High,Low,Close,Volume
2022-02-03,87643.738915307,88851.22602138433,85631.25,85631.25,3095929
2022-02-04,85631.24556394822,88046.22745488043,85027.49814024437,87643.734375,1856970
2022-02-07,87844.98086919286,88549.3515625,85530.62224943601,88549.3515625,2207879
2022-02-08,88549.3515625,88549.3515625,88549.3515625,88549.3515625,0
2022-02-09,88549.3515625,88549.3515625,88549.3515625,88549.3515625,0
2022-02-10,87442.48347538257,89958.09653925367,86536.86620609771,87844.984375,3376522
2022-02-11,87844.98235065464,94184.31089344535,85832.4935067113,92272.453125,6961304
2022-02-14,90863.7163210046,91366.83270458365,88046.23335742702,89354.3515625,3973632
2022-02-15,89756.84384854422,91568.0862245163,88448.73345931752,88851.2265625,2233826
2022-02-16,90763.09183583941,92674.94967575216,90159.34437969932,92473.703125,2450841
2022-02-17,92473.70413950732,92674.9506924673,89756.84445901267,91165.5859375,2831158
2022-02-18,89756.84267479445,93077.44975204454,89253.7263023956,91970.578125,2216611
2022-02-21,91970.578125,91970.578125,91970.578125,91970.578125,0
2022-02-22,91970.578125,91970.578125,91970.578125,91970.578125,0
2022-02-23,91970.578125,91970.578125,91970.578125,91970.578125,0
2022-02-24,91668.70755553653,92373.07827504611,89857.47302187391,90561.8359375,2160830
2022-02-25,92674.94603316515,95593.05211990981,92373.0762189019,94989.3046875,3663405
2022-02-28,94989.3046875,94989.3046875,94989.3046875,94989.3046875,0
2022-03-02,94989.30462888576,96297.42276431927,94486.18046820749,95894.921875,2157464
2022-03-03,96699.91490672824,97907.40975902716,95894.92093982338,97203.0390625,1725369
2022-03-04,97203.0390625,97203.0390625,97203.0390625,97203.0390625,0
2022-03-07,93983.06257908068,94083.68584879907,92171.8203125,92171.8203125,1935942
2022-03-08,90561.83321743945,94586.81086628334,90159.340134885,92674.9453125,1761358
2022-03-10,92674.9453125,92674.9453125,92674.9453125,92674.9453125,0
2022-03-11,92674.9453125,92674.9453125,92674.9453125,92674.9453125,0
2022-03-14,103139.86885437193,105655.4740794253,102636.7524916913,104146.1171875,3630119
2022-03-15,104146.1171875,104146.1171875,104146.1171875,104146.1171875,0
