value,label
KRX:069920,아이에스이커머스
KRX:378800,샤페론
KRX:007370,진양제약
KRX:002230,피에스텍
KRX:115610,이미지스
KRX:010240,흥국
KRX:133750,메가엠디
KRX:115310,인포바인
KRX:050960,수산아이앤티
KRX:389030,지니너스
KRX:103840,우양
KRX:200350,래몽래인
KRX:359090,씨엔알리서치
KRX:066900,디에이피
KRX:097800,윈팩
KRX:355150,코스텍시스
KRX:032940,원익
KRX:044060,조광ILI
KRX:238490,힘스
KRX:091590,남화토건
KRX:336060,웨이버스
KRX:097780,에코볼트
KRX:007680,대원
KRX:189330,씨이랩
KRX:273060,와이즈버즈
KRX:373170,엠아이큐브솔루션
KRX:405920,나라셀라
KRX:042040,케이피엠테크
KRX:104200,NHN벅스
KRX:038010,제일테크노스
KRX:277410,인산가
KRX:254120,자비스
KRX:168330,내츄럴엔도텍
KRX:173940,에프엔씨엔터
KRX:088280,쏘닉스
KRX:147830,제룡산업
KRX:067170,오텍
KRX:223250,드림씨아이에스
KRX:056700,신화인터텍
KRX:043340,에쎈테크
KRX:039420,케이엘넷
KRX:060540,에스에이티
KRX:294140,레몬
KRX:023460,CNH
KRX:393210,토마토시스템
KRX:038460,바이오스마트
KRX:171010,램테크놀러지
KRX:367000,플래티어
KRX:263770,유에스티
KRX:128540,에코캡
KRX:097870,효성오앤비
KRX:075970,동국알앤에스
KRX:413640,비아이매트릭스
KRX:066130,하츠
KRX:139050,BF랩스
KRX:047770,코데즈컴바인
KRX:053350,이니텍
KRX:263810,상신전자
KRX:099220,SDN
KRX:004780,대륙제관
KRX:900100,애머릿지
KRX:044960,이글벳
KRX:037230,한국팩키지
KRX:019990,에너토크
KRX:031310,아이즈비전
KRX:100030,인지소프트
KRX:304840,피플바이오
KRX:099390,브레인즈컴퍼니
KRX:109960,에이프로젠 H&G
KRX:307280,원바이오젠
KRX:299170,더블유에스아이
KRX:417180,핑거스토리
KRX:256150,한독크린텍
KRX:100660,서암기계공업
KRX:222110,팬젠
KRX:376290,씨유테크
KRX:388790,라이콤
KRX:110020,전진바이오팜
KRX:229000,젠큐릭스
KRX:024830,세원물산
KRX:010280,쌍용정보통신
KRX:037350,성도이엔지
KRX:335810,프리시젼바이오
KRX:053620,태양
KRX:238120,얼라인드
KRX:037030,파워넷
KRX:025440,DH오토웨어
KRX:198940,한주라이트메탈
KRX:065370,위세아이텍
KRX:405000,플라즈맵
KRX:047080,한빛소프트
KRX:068330,일신바이오
KRX:226360,KH 건설
KRX:052670,제일바이오
KRX:019540,일지테크
KRX:040350,큐로컴
KRX:039020,이건홀딩스
KRX:065650,메디프론
KRX:016600,큐캐피탈
KRX:204020,그리티
KRX:078590,휴림에이텍
KRX:014970,삼륭물산
KRX:318410,비비씨
KRX:007720,대명소노시즌
KRX:262840,아이퀘스트
KRX:357880,비트나인
KRX:127120,디엔에이링크
KRX:004590,한국가구
KRX:187660,에이디엠코리아
KRX:001840,이화공영
KRX:056360,코위버
KRX:022220,TKG애강
KRX:142760,비엘
KRX:279600,미디어젠
KRX:066360,체리부로
KRX:052300,씨티프라퍼티
KRX:276730,제주맥주
KRX:246960,이노테라피
KRX:039610,화성밸브
KRX:013720,CBI
KRX:311390,네오크레마
KRX:003310,대주산업
KRX:200780,비씨월드제약
KRX:013810,스페코
KRX:126640,화신정공
KRX:099520,ITX-AI
KRX:049830,승일
KRX:246690,TS인베스트먼트
KRX:024940,PN풍년
KRX:198440,고려시멘트
KRX:241820,피씨엘
KRX:298060,에스씨엠생명과학
KRX:227610,아우딘퓨쳐스
KRX:318010,팜스빌
KRX:018700,바른손
KRX:016250,SGC이테크건설
KRX:062860,티엘아이
KRX:377330,이지트로닉스
KRX:040610,SG&G
KRX:033200,모아텍
KRX:290380,대유
KRX:052460,아이크래프트
KRX:267790,배럴
KRX:222420,쎄노텍
KRX:067390,아스트
KRX:196450,코아시아씨엠
KRX:109080,옵티시스
KRX:046940,우원개발
KRX:034940,조아제약
KRX:332290,누보
KRX:354200,엔젠바이오
KRX:177350,베셀
KRX:032790,엠젠솔루션
KRX:153490,우리이앤엘
KRX:039010,현대에이치티
KRX:073110,엘엠에스
KRX:309930,오하임앤컴퍼니
KRX:080520,오디텍
KRX:114630,폴라리스우노
KRX:123840,한일진공
KRX:048770,TPC
KRX:092600,앤씨앤
KRX:217480,에스디생명공학
KRX:169330,엠브레인
KRX:080010,이상네트웍스
KRX:076080,웰크론한텍
KRX:050860,아세아텍
KRX:290120,DH오토리드
KRX:181340,이즈미디어
KRX:038620,위즈코프
KRX:351320,에스에이티이엔지
KRX:032580,피델릭스
KRX:052600,한네트
KRX:033560,블루콤
KRX:007770,한일화학
KRX:140520,대창스틸
KRX:198080,엔피디
KRX:187220,디티앤씨
KRX:175140,인포마크
KRX:307870,비투엔
KRX:069410,엔텔스
KRX:299660,셀리드
KRX:263920,휴엠앤씨
KRX:088290,이원컴포텍
KRX:038060,루멘스
KRX:290520,신도기연
KRX:083550,케이엠
KRX:049120,파인디앤씨
KRX:291650,압타머사이언스
KRX:131100,티엔엔터테인먼트
KRX:053590,한국테크놀로지
KRX:208640,썸에이지
KRX:009620,삼보산업
KRX:057540,옴니시스템
KRX:289010,아이스크림에듀
KRX:109820,진매트릭스
KRX:148780,비플라이소프트
KRX:045060,오공
KRX:391060,엔에이치스팩20호
KRX:019770,서연탑메탈
KRX:051380,피씨디렉트
KRX:210120,빅텐츠
KRX:096610,알에프세미
KRX:406820,뷰티스킨
KRX:089150,케이씨티
KRX:028080,휴맥스홀딩스
KRX:007530,와이엠
KRX:054540,삼영엠텍
KRX:340440,세림B&G
KRX:021880,메이슨캐피탈
KRX:036170,클라우드에어
KRX:058110,멕아이씨에스
KRX:187270,신화콘텍
KRX:362990,드림인사이트
KRX:065060,지엔코
KRX:008370,원풍
KRX:900310,컬러레이
KRX:429270,시지트로닉스
KRX:129890,앱코
KRX:221980,케이디켐
KRX:052860,아이앤씨
KRX:065440,이루온
KRX:313760,윌링스
KRX:024120,KB오토시스
KRX:012340,뉴인텍
KRX:090150,아이윈
KRX:049630,재영솔루텍
KRX:332370,아이디피
KRX:199730,바이오인프라
KRX:419540,비스토스
KRX:035620,바른손이앤에이
KRX:072950,빛샘전자
KRX:146060,율촌
KRX:031510,오스템
KRX:069540,라이트론
KRX:101390,아이엠
KRX:101240,씨큐브
KRX:036690,코맥스
KRX:195500,마니커에프앤지
KRX:021040,대호특수강
KRX:038950,파인디지털
KRX:193250,와이제이엠게임즈
KRX:368970,오에스피
KRX:177830,파버나인
KRX:221800,유투바이오
KRX:297570,알로이스
KRX:203450,유니온커뮤니티
KRX:023770,플레이위드
KRX:005670,푸드웰
KRX:138070,신진에스엠
KRX:040160,누리플렉스
KRX:328380,솔트웨어
KRX:094860,네오리진
KRX:037760,쎄니트
KRX:085910,네오티스
KRX:054300,팬스타엔터프라이즈
KRX:046310,백금T&A
KRX:222980,한국맥널티
KRX:067010,이씨에스
KRX:131220,대한과학
KRX:221840,하이즈항공
KRX:214870,뉴지랩파마
KRX:312610,에이에프더블류
KRX:290660,네오펙트
KRX:228340,동양파일
KRX:006920,모헨즈
KRX:021650,한국큐빅
KRX:448740,삼성스팩8호
KRX:032960,동일기연
KRX:032980,바이온
KRX:024840,KBI메탈
KRX:002290,삼일기업공사
KRX:006050,국영지앤엠
KRX:331520,밸로프
KRX:356890,싸이버원
KRX:037400,우리엔터프라이즈
KRX:053950,경남제약
KRX:045520,크린앤사이언스
KRX:263020,디케이앤디
KRX:208710,바이오로그디바이스
KRX:114450,그린생명과학
KRX:080720,한국유니온제약
KRX:900110,이스트아시아홀딩스
KRX:032750,삼진
KRX:054180,메디콕스
KRX:089530,에이티세미콘
KRX:131090,시큐브
KRX:184230,SGA솔루션즈
KRX:051390,YW
KRX:060900,DGP
KRX:153460,네이블
KRX:143540,영우디에스피
KRX:065500,오리엔트정공
KRX:001810,무림SP
KRX:331380,포커스에이치엔에스
KRX:363250,진시스템
KRX:353190,휴럼
KRX:197140,디지캡
KRX:900340,윙입푸드
KRX:020180,대신정보통신
KRX:051780,큐로홀딩스
KRX:323230,엠에프엠코리아
KRX:017510,세명전기
KRX:238200,비피도
KRX:089230,THE E&M
KRX:025880,케이씨피드
KRX:079170,한창산업
KRX:018680,서울제약
KRX:247660,나노씨엠에스
KRX:059100,아이컴포넌트
KRX:111870,KH 전자
KRX:119500,포메탈
KRX:130500,GH신소재
KRX:435620,하나금융25호스팩
KRX:192390,윈하이텍
KRX:036000,예림당
KRX:286750,나노브릭
KRX:075130,플랜티넷
KRX:291810,핀텔
KRX:127710,아시아경제
KRX:290270,휴네시온
KRX:187790,나노
KRX:101000,상상인인더스트리
KRX:232830,시큐센
KRX:045340,토탈소프트
KRX:042940,상지카일룸
KRX:123010,아이윈플러스
KRX:317120,라닉스
KRX:380540,옵티코어
KRX:189860,서전기전
KRX:290560,신시웨이
KRX:320000,윈텍
KRX:372800,아이티아이즈
KRX:083640,인콘
KRX:115480,씨유메디칼
KRX:039310,세중
KRX:121850,코이즈
KRX:016100,리더스코스메틱
KRX:036180,지더블유바이텍
KRX:016920,카스
KRX:045300,성우테크론
KRX:036480,대성미생물
KRX:045510,정원엔시스
KRX:048470,대동스틸
KRX:204630,스튜디오산타클로스
KRX:123750,알톤스포츠
KRX:008470,부스타
KRX:089140,넥스턴바이오
KRX:246250,에스엘에스바이오
KRX:060240,룽투코리아
KRX:296640,이노룰스
KRX:071850,캐스텍코리아
KRX:131760,파인텍
KRX:001000,신라섬유
KRX:060380,동양에스텍
KRX:050120,ES큐브
KRX:012620,원일특강
KRX:452980,신한제11호스팩
KRX:303360,프로티아
KRX:065570,삼영이엔씨
KRX:900120,씨엑스아이
KRX:076610,해성옵틱스
KRX:002680,한탑
KRX:219550,디와이디
KRX:093380,풍강
KRX:347700,라이프시맨틱스
KRX:215790,이노인스트루먼트
KRX:030350,드래곤플라이
KRX:101400,엔시트론
KRX:095910,에스에너지
KRX:065170,비엘팜텍
KRX:019660,글로본
KRX:252500,세화피앤씨
KRX:117670,알파홀딩스
KRX:317530,캐리소프트
KRX:217620,디딤이앤에프
KRX:086060,진바이오텍
KRX:044480,블레이드 Ent
KRX:317240,TS트릴리온
KRX:318160,셀바이오휴먼텍
KRX:035460,기산텔레콤
KRX:138360,협진
KRX:237750,피앤씨테크
KRX:031860,에스유홀딩스
KRX:014100,메디앙스
KRX:058450,엔터파트너즈
KRX:215480,토박스코리아
KRX:017000,신원종합개발
KRX:208350,지란지교시큐리티
KRX:080470,성창오토텍
KRX:137940,넥스트아이
KRX:113810,디젠스
KRX:439250,삼성스팩7호
KRX:079000,와토스코리아
KRX:043090,엑서지21
KRX:083470,이엠앤아이
KRX:035200,프럼파스트
KRX:043710,서울리거
KRX:190650,코리아에셋투자증권
KRX:033050,제이엠아이
KRX:258790,소프트캠프
KRX:038340,MIT
KRX:054090,삼진엘앤디
KRX:130740,티피씨글로벌
KRX:352940,인바이오
KRX:310870,디와이씨
KRX:048830,엔피케이
KRX:018620,우진비앤지
KRX:026040,제이에스티나
KRX:081580,성우전자
KRX:331920,셀레믹스
KRX:043590,웰킵스하이텍
KRX:043100,솔고바이오
KRX:373200,하인크코리아
KRX:058530,파나케이아
KRX:067730,로지시스
KRX:049470,SGA
KRX:299910,베스파
KRX:019570,리더스 기술투자
KRX:032080,아즈텍WB
KRX:131180,딜리
KRX:060260,뉴보텍
KRX:148250,알엔투테크놀로지
KRX:072520,제넨바이오
KRX:154040,다산솔루에타
KRX:099410,동방선기
KRX:104040,대성파인텍
KRX:063760,이엘피
KRX:154030,아시아종묘
KRX:044780,에이치케이
KRX:091340,S&K폴리텍
KRX:053060,세동
KRX:079190,케스피온
KRX:333050,모코엠시스
KRX:258830,세종메디칼
KRX:079650,서산
KRX:424760,벨로크
KRX:025870,신라에스지
KRX:050760,에스폴리텍
KRX:073190,듀오백
KRX:225590,패션플랫폼
KRX:365900,브이씨
KRX:068940,셀피글로벌
KRX:032280,삼일
KRX:085810,알티캐스트
KRX:192410,휴림네트웍스
KRX:008290,원풍물산
KRX:308100,까스텔바작
KRX:038530,케이바이오
KRX:451700,엔에이치스팩29호
KRX:020400,대동금속
KRX:091970,나노캠텍
KRX:159910,스킨앤스킨
KRX:027040,서울전자통신
KRX:103230,에스앤더블류
KRX:344860,이노진
KRX:054220,비츠로시스
KRX:054410,케이피티유
KRX:900070,글로벌에스엠
KRX:084440,유비온
KRX:900280,골든센츄리
KRX:900270,헝셩그룹
KRX:060480,국일신동
KRX:275630,에스에스알
KRX:035290,골드앤에스
KRX:224060,더코디
KRX:225430,케이엠제약
KRX:073540,에프알텍
KRX:017250,인터엠
KRX:016670,디모아
KRX:082660,코스나인
KRX:054940,엑사이엔씨
KRX:179530,애드바이오텍
KRX:043200,파루
KRX:098660,에스티오
KRX:065150,대산F&B
KRX:039740,한국정보공학
KRX:335870,윙스풋
KRX:361670,삼영에스앤씨
KRX:079950,인베니아
KRX:066430,와이오엠
KRX:377460,위니아에이드
KRX:121890,에스디시스템
KRX:900260,로스웰
KRX:464680,KB제27호스팩
KRX:032800,판타지오
KRX:123330,제닉
KRX:215380,우정바이오
KRX:208860,엔지스테크널러지
KRX:196700,웹스
KRX:134060,이퓨쳐
KRX:188260,세니젠
KRX:106240,파인테크닉스
KRX:219750,지티지웰니스
KRX:230980,비유테크놀러지
KRX:043360,디지아이
KRX:250930,예선테크
KRX:070590,한솔인티큐브
KRX:033790,스카이문스테크놀로지
KRX:065770,CS
KRX:067770,세진티에스
KRX:223310,커머스마이너
KRX:115570,스타플렉스
KRX:101680,한국정밀기계
KRX:026910,광진실업
KRX:079970,투비소프트
KRX:468510,삼성스팩9호
KRX:214310,에스엘에너지
KRX:191410,육일씨엔에쓰
KRX:054630,에이디칩스
KRX:071460,위니아
KRX:069140,누리플랜
KRX:115530,씨엔플러스
KRX:011080,형지I&C
KRX:050090,비케이홀딩스
KRX:070300,엑스큐어
KRX:069330,유아이디
KRX:436530,케이비제22호스팩
KRX:449020,유안타제13호스팩
KRX:457630,대신밸런스제16호스팩
KRX:244460,올리패스
KRX:430230,하나금융24호스팩
KRX:096870,엘디티
KRX:065420,에스아이리소스
KRX:900300,오가닉티코스메틱
KRX:466910,엔에이치스팩30호
KRX:439410,엔에이치스팩26호
KRX:419270,신영스팩7호
KRX:065690,파커스
KRX:023790,동일철강
KRX:227100,에이치앤비디자인
KRX:044180,KD
KRX:440820,엔에이치스팩27호
KRX:424140,케이비제21호스팩
KRX:405640,신한제9호스팩
KRX:430220,신영스팩8호
KRX:106520,노블엠앤비
KRX:406760,하나금융21호스팩
KRX:454750,하나28호스팩
KRX:422040,엔에이치스팩23호
KRX:457390,대신밸런스제15호스팩
KRX:442310,대신밸런스제14호스팩
KRX:469880,하나30호스팩
KRX:393360,신한제8호스팩
KRX:397880,교보11호스팩
KRX:078860,아이오케이
KRX:413630,유진스팩8호
KRX:062970,피피아이
KRX:421800,교보12호스팩
KRX:473050,유안타제15호스팩
KRX:471050,대신밸런스제17호스팩
KRX:436610,한국제11호스팩
KRX:412930,미래에셋비전스팩1호
KRX:418170,하나금융22호스팩
KRX:446750,하나26호스팩
KRX:046070,코다코
KRX:430460,한화플러스제3호스팩
KRX:438220,대신밸런스제13호스팩
KRX:425290,삼성스팩6호
KRX:435380,유안타제10호스팩
KRX:03481K,해성산업1우
KRX:446840,키움제8호스팩
KRX:448370,하나27호스팩
KRX:388800,유진스팩7호
KRX:456440,DB금융스팩11호
KRX:458320,KB제26호스팩
KRX:445970,신영스팩9호
KRX:454640,하나29호스팩
KRX:430700,유안타제9호스팩
KRX:174880,장원테크
KRX:455910,에스케이증권제9호스팩
KRX:439730,IBKS제20호스팩
KRX:415580,상상인제3호스팩
KRX:400840,하이제7호스팩
KRX:444920,유안타제11호스팩
KRX:437780,엔에이치스팩24호
KRX:450050,하이제8호스팩
KRX:448830,미래에셋비전스팩3호
KRX:446190,미래에셋비전스팩2호
KRX:448760,IBKS제22호스팩
KRX:058220,아리온
KRX:455310,한화플러스제4호스팩
KRX:452670,상상인제4호스팩
KRX:446150,유안타제12호스팩
KRX:442770,IBKS제21호스팩
KRX:472220,신영스팩10호
KRX:450940,유안타제14호스팩
KRX:456490,교보14호스팩
KRX:464440,한국제13호스팩
KRX:468760,유진스팩10호
KRX:455250,KB제25호스팩
KRX:440790,교보13호스팩
KRX:458610,한국제12호스팩
KRX:467930,IBKS제23호스팩
KRX:469480,IBKS제24호스팩
KRX:418210,신한제10호스팩
KRX:445360,비엔케이제1호스팩
KRX:462020,에이치엠씨제6호스팩
KRX:433530,키움제7호스팩
KRX:386580,한화플러스제2호스팩
KRX:465320,교보15호스팩
KRX:435870,에스케이증권제8호스팩
KRX:442130,유진스팩9호
KRX:161570,THE MIDONG
KRX:457940,에스케이증권제10호스팩
KRX:413600,키움제6호스팩
KRX:438580,엔에이치스팩25호
KRX:032685,소프트센우
KRX:021045,대호특수강우
